id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
bK16A08Z,3739246,       (2016 AZ8),2016 AZ8,,,Y,Y,21.1,,,,54,2459000.5,59000,20200531,J2000,0.354904432,1.320554015,0.851883542,5.586139621,90.01501425,318.523743,359.3796426,1.789224487,0.649486038,2459001.455,20200531.96,554.2844329,1.517548071,0.0294816,11.47335427,3.01E-08,6.52E-09,3.81E-08,3.46E-06,1.33E-05,1.52E-05,2.90E-06,8.83E-09,4.81E-09,4.47E-06,4.10E-06,APO,0.34826
bK16A10A,3739316,       (2016 AA10),2016 AA10,,,Y,Y,20.3,,,,23,2459000.5,59000,20200531,J2000,0.509089802,1.879575822,0.92270294,12.65867309,59.75149383,342.4765628,270.2398111,2.836448705,0.382484904,2459235.176,20210120.68,941.213617,2.576902442,0.042981,16.72691577,3.16E-06,1.09E-05,5.96E-07,4.55E-05,9.28E-05,0.00011132,0.0055185,1.65E-05,3.33E-06,0.01647,0.0081885,APO,0.60129
bK16A65C,3739393,       (2016 AC65),2016 AC65,,,Y,Y,21.8,,,,10,2459000.5,59000,20200531,J2000,0.72895315,1.629117834,0.441567257,10.58039867,282.2294031,59.15020127,81.46892078,2.81666841,0.47399671,2458828.623,20191211.12,759.4989428,2.079394778,0.039968,15.55434656,2.18E-06,3.95E-07,3.47E-06,4.54E-05,4.37E-05,0.00031411,0.00020282,6.84E-07,1.73E-07,0.00036619,0.00027654,APO,0.49221
bK16AJ3H,3740497,       (2016 AH193),2016 AH193,,,Y,Y,20.7,,,,18,2459000.5,59000,20200531,J2000,0.766152938,1.432556798,0.334999198,17.8537555,125.5854181,242.38431,227.6309129,2.530114399,0.574825862,2459230.777,20210116.28,626.2766241,1.714651948,0.0192145,7.477706965,1.08E-07,1.64E-07,1.89E-07,9.99E-06,1.72E-05,1.99E-05,0.0001607,2.89E-07,9.86E-08,0.00031902,0.00010745,APO,0.59739
bK16AJ3J,3740498,       (2016 AJ193),2016 AJ193,,,Y,Y,18.7,,,,JPL 27,2459000.5,59000,20200531,J2000,0.816566044,3.262128326,0.598385102,22.56280474,331.3330521,82.01687877,277.9125092,5.925871549,0.167283271,2459491.21,20211003.71,2152.038264,5.891959654,0.0161561,6.287469437,1.71E-07,3.10E-08,5.60E-07,1.89E-05,1.28E-05,4.15E-05,9.52E-06,5.64E-08,2.39E-09,6.35E-05,3.07E-05,APO,0.55301
bK16B01E,3740808,       (2016 BE1),2016 BE1,,,Y,Y,20.3,,,,23,2459000.5,59000,20200531,J2000,0.607778307,2.345377641,0.919907989,7.51944378,57.74833937,17.44666689,89.21642328,3.770847294,0.274400503,2458675.368,20190710.87,1311.950949,3.591925937,0.0350389,13.63608871,4.47E-06,2.47E-05,7.91E-07,3.09E-05,0.00018073,0.00016437,0.0070809,3.98E-05,4.34E-06,0.020663,0.02075,APO,0.61435
bK16B14C,3740897,       (2016 BC14),2016 BC14,,,Y,Y,20.9,,,,JPL 49,2459000.5,59000,20200531,J2000,0.182150816,0.869965287,0.7115004,8.378538008,4.080361466,337.0269858,271.775923,1.028430174,1.214650094,2459073.133,20200811.63,296.3816507,0.811448736,0.0106602,4.148630034,6.73E-08,1.70E-08,5.61E-08,1.27E-05,1.20E-05,2.59E-05,5.20E-05,2.01E-08,3.55E-08,4.44E-05,8.67E-06,ATE,0.30864
bK16B14P,3740915,       (2016 BP14),2016 BP14,,,Y,Y,21.2,,,,13,2459000.5,59000,20200531,J2000,0.753737379,2.890490933,0.711819873,1.981008195,165.083772,228.2401224,329.466815,5.069161994,0.200561079,2459152.739,20201030.24,1794.964419,4.914344747,0.0140492,5.467527164,0.00014051,0.0017115,1.57E-05,0.00040692,0.0012795,0.0032781,0.28394,0.0030015,0.00017813,1.5509,1.5942,APO,0.57043
bK16B14V,3740926,       (2016 BV14),2016 BV14,,,Y,Y,21.7,,,,8,2459000.5,59000,20200531,J2000,0.713992553,2.35454848,0.673418399,7.716486511,137.6220031,261.7380925,90.2793299,4.035678561,0.272798902,2458669.563,20190705.06,1319.653404,3.613014111,0.00705548,2.745781152,7.28E-05,0.00042607,4.96E-05,0.0013099,0.0032452,0.0016369,0.1277,0.00073027,7.40E-05,0.37828,0.3582,APO,0.50196
bK16B14Z,3740928,       (2016 BZ14),2016 BZ14,,,Y,Y,18.4,,,,85,2459000.5,59000,20200531,J2000,0.667479258,2.852022427,0.948356614,31.30990116,137.3609693,32.22050104,314.4317764,4.755688239,0.204632528,2459223.183,20210108.68,1759.2511,4.816567009,0.0223064,8.680981688,1.15E-06,9.73E-06,6.18E-08,2.80E-05,2.13E-05,1.61E-05,0.0016067,1.62E-05,1.05E-06,0.0089913,0.0090021,APO,0.37585
bK16B15D,3740934,       (2016 BD15),2016 BD15,,,Y,Y,21.2,,,,14,2459000.5,59000,20200531,J2000,0.310955473,1.466829759,1.010711018,35.54559405,303.2602431,203.3300087,141.1625842,1.9229485,0.554797513,2458746.06,20190919.56,648.885389,1.776551373,0.0457338,17.79822295,6.90E-07,5.83E-07,6.17E-07,0.00019125,8.00E-05,0.00017342,0.0005871,7.64E-07,3.31E-07,0.00090705,0.00038686,APO,0.56895
bK16B39T,3741147,       (2016 BT39),2016 BT39,,,Y,Y,19.7,,,,14,2459000.5,59000,20200531,J2000,0.538088328,1.968261512,0.909162966,8.960739277,174.9903345,203.1604344,229.4142832,3.027360057,0.356927388,2459366.361,20210531.86,1008.608508,2.761419597,0.0475155,18.49160714,5.61E-08,3.89E-08,1.07E-07,5.18E-06,7.20E-05,7.23E-05,1.89E-05,5.98E-08,1.06E-08,6.30E-05,2.99E-05,APO,0.65895
bK16B80R,3741556,       (2016 BR80),2016 BR80,,,Y,Y,21.3,,,,14,2459000.5,59000,20200531,J2000,0.452203831,1.702843154,0.932810956,12.06679969,8.778461134,160.4782398,328.3985476,2.472875352,0.443549508,2459071.747,20200810.25,811.6343117,2.222133639,0.0439839,17.11721436,9.90E-08,1.51E-07,1.17E-07,2.08E-05,0.00010726,0.00010968,0.00010213,2.20E-07,5.91E-08,0.00023973,0.0001081,APO,0.53388
bK16C29S,3741566,       (2016 CS29),2016 CS29,,,Y,Y,19,,,,57,2459000.5,59000,20200531,J2000,0.553510874,1.973127259,0.880979866,13.9868044,174.0526012,39.1785478,168.1601788,3.065274652,0.355607924,2458527.619,20190213.12,1012.350896,2.771665697,0.0246031,9.574788427,2.42E-08,3.68E-08,4.52E-08,7.30E-06,2.98E-05,2.96E-05,1.48E-05,5.72E-08,9.96E-09,2.88E-05,2.84E-05,APO,0.3372
bK16C30C,3741975,       (2016 CC30),2016 CC30,,,Y,Y,20,,,,JPL 35,2459000.5,59000,20200531,J2000,0.585798519,2.460023881,1.018945535,35.56325266,139.0226897,1.936257791,42.98961742,3.901102227,0.255443637,2458832.206,20191214.71,1409.312849,3.858488294,0.0326683,12.71352231,1.03E-07,5.85E-07,8.37E-08,3.76E-05,9.31E-06,4.06E-05,0.00014546,9.28E-07,9.12E-08,0.00050948,0.00050294,AMO,0.35942
bK16CD6L,3742342,       (2016 CL136),2016 CL136,,,Y,Y,21.4,,,,19,2459000.5,59000,20200531,J2000,0.62224047,0.729740411,0.275666395,21.5190399,316.4401192,23.52457568,70.05057938,1.183814427,1.581071384,2458956.194,20200416.69,227.6937041,0.623391387,0.0281824,10.96774461,6.42E-07,7.12E-08,4.93E-07,4.38E-05,8.54E-06,1.54E-05,0.00030214,1.16E-07,2.32E-07,0.00018475,3.33E-05,ATE,0.42612
bK16CD7W,3743119,       (2016 CW137),2016 CW137,,,Y,Y,19.3,,,,JPL 17,2459000.5,59000,20200531,J2000,0.654658808,2.404413324,0.830342964,37.69295973,133.034764,316.3202318,77.47574569,3.978483685,0.264356738,2458707.427,20190811.93,1361.796193,3.72839478,0.0476813,18.55613152,7.12E-07,4.25E-07,1.84E-06,1.62E-05,5.96E-05,0.00014014,0.00013919,7.03E-07,7.01E-08,0.00045427,0.00036109,APO,0.56564
bK16CJ3U,3743605,       (2016 CU193),2016 CU193,,,Y,Y,19.9,,,,23,2459000.5,59000,20200531,J2000,0.35630711,1.472441922,0.947800396,49.88883083,322.3839597,323.1029516,38.61238564,1.997083448,0.551628649,2458930.503,20200322,652.6129505,1.78675688,0.0115341,4.488725697,5.41E-07,3.07E-07,7.12E-07,8.67E-05,1.39E-05,6.80E-05,0.00022755,4.16E-07,1.72E-07,0.0003918,0.000204,APO,0.65071
bK16CJ3W,3743606,       (2016 CW193),2016 CW193,,,Y,Y,21.6,,,,16,2459000.5,59000,20200531,J2000,0.670736919,2.479154627,0.81629409,6.507343492,184.9224506,235.3050363,51.34501843,4.142015164,0.252492598,2458797.147,20191109.65,1425.784369,3.903584857,0.00405836,1.579391961,3.39E-08,3.19E-08,9.23E-08,1.15E-05,7.74E-05,7.50E-05,8.73E-06,5.33E-08,4.88E-09,3.10E-05,2.75E-05,APO,0.57882
bK16CJ4B,3743613,       (2016 CB194),2016 CB194,,,Y,Y,17.6,,,,JPL 12,2459000.5,59000,20200531,J2000,0.631634956,2.513344876,0.925828395,9.867122143,48.49939306,325.6665006,83.37577664,4.100861357,0.247357991,2458663.435,20190628.93,1455.380512,3.984614681,0.00181576,0.706639319,4.21E-07,5.41E-08,1.05E-06,1.10E-05,0.0002443,0.00026777,0.00016465,8.83E-08,7.99E-09,0.00065756,4.70E-05,APO,0.52099
bK16CJ5J,3743739,       (2016 CJ195),2016 CJ195,,,Y,Y,19,,,,JPL 18,2459000.5,59000,20200531,J2000,0.343491699,1.602739365,1.052211697,25.51833156,352.3916974,356.6682775,179.6416347,2.153267034,0.485746543,2458630.674,20190527.17,741.1272515,2.029095829,0.0475718,18.51351741,2.61E-06,1.04E-07,4.12E-06,0.00010598,9.07E-05,0.00031411,0.00071098,1.40E-07,4.74E-08,0.0014606,7.23E-05,AMO,0.60863
bK16CO7O,3744153,       (2016 CO247),2016 CO247,,,Y,Y,20.5,,,,16,2459000.5,59000,20200531,J2000,0.513330572,1.419976447,0.691059126,18.34837434,292.226717,90.30391351,262.7363837,2.148893768,0.582481804,2459167.481,20201113.98,618.0450578,1.692115148,0.0169442,6.594174314,3.39E-06,2.02E-06,5.60E-06,6.77E-05,0.00049396,0.00025693,0.0025104,3.06E-06,1.24E-06,0.0046598,0.0013183,APO,0.61632
bK16CO7R,3744155,       (2016 CR247),2016 CR247,,,Y,Y,21.6,,,,14,2459000.5,59000,20200531,J2000,0.091619834,1.107589109,1.006111979,14.17081395,359.2939575,57.98644001,341.0743816,1.209066239,0.845543702,2459022.883,20200622.38,425.7615536,1.165671605,0.0431416,16.78941647,8.22E-07,8.33E-06,8.34E-06,0.00051402,0.0003959,0.0015667,0.016143,9.09E-06,9.54E-06,0.019344,0.0048039,APO,0.4579
bK16CQ4L,3744785,       (2016 CL264),2016 CL264,,,Y,Y,19.3,,,,31,2459000.5,59000,20200531,J2000,0.574712639,1.647727149,0.700757531,34.12037564,138.5415618,100.3106536,311.7603831,2.594696768,0.465989496,2459104.021,20200911.52,772.5496022,2.115125537,0.00912774,3.552242576,6.30E-08,7.13E-08,7.95E-08,7.13E-06,1.80E-06,9.41E-06,4.36E-05,1.12E-07,3.03E-08,0.00010022,5.02E-05,APO,0.3232
bK16D00L,3744790,       (2016 DL),2016 DL,,,Y,Y,21.3,,,,10,2459000.5,59000,20200531,J2000,0.471305824,0.714187604,0.377586827,23.85373915,290.1369071,33.15208211,217.0586638,1.050788382,1.632997845,2459088.033,20200826.53,220.4534447,0.603568637,0.0473198,18.41544657,1.62E-06,4.79E-08,1.14E-06,0.00072227,0.00072063,0.00049197,0.00089181,7.05E-08,1.64E-07,0.0005518,2.22E-05,ATE,0.39799
bK16E28F,3745504,       (2016 EF28),2016 EF28,,,Y,Y,21.8,,,,25,2459000.5,59000,20200531,J2000,0.656894988,1.871467179,0.642109769,5.158566158,143.9351133,292.082003,256.6726337,3.100824589,0.384973425,2459268.901,20210223.4,935.1294824,2.560244989,0.0237145,9.228971965,4.97E-05,0.00022594,1.54E-05,0.00030762,0.00013029,8.86E-05,0.11095,0.00037437,6.97E-05,0.3368,0.16935,APO,0.38205
bK16E56J,3745900,       (2016 EJ56),2016 EJ56,,,Y,Y,21.7,,,,11,2459000.5,59000,20200531,J2000,0.454707034,1.390544063,0.758253896,28.36682504,168.646829,95.13230903,157.6305453,2.022834229,0.601072614,2458738.251,20190911.75,598.9292998,1.639779055,0.0389916,15.17436097,7.70E-07,1.15E-06,4.45E-07,2.42E-05,1.23E-05,1.90E-05,0.001076,1.68E-06,7.47E-07,0.0014644,0.00074414,APO,0.66862
bK16E56L,3745899,       (2016 EL56),2016 EL56,,,Y,Y,21.1,,,,17,2459000.5,59000,20200531,J2000,0.855790486,2.028132824,0.292476049,11.3551649,334.6131309,70.21348375,183.1728581,3.763789599,0.341239646,2459518.69,20211031.19,1054.977064,2.888369784,0.0406821,15.83225286,9.93E-07,6.66E-07,2.09E-06,8.27E-05,0.00016943,0.00021475,0.00026106,1.24E-06,1.68E-07,0.0010198,0.00051928,APO,0.34428
bK16E85U,3746452,       (2016 EU85),2016 EU85,,,Y,Y,19.2,,,,13,2459000.5,59000,20200531,J2000,0.482050787,1.84841023,0.957382625,2.595161036,359.3922615,23.52624507,335.6422957,2.739437836,0.392199042,2459062.605,20200801.11,917.9012729,2.513076723,0.00598863,2.330595137,1.77E-06,4.31E-06,5.47E-06,4.30E-05,0.00031729,0.00078429,0.0030429,6.39E-06,1.37E-06,0.0079743,0.0032123,APO,0.6574
bK16EF7H,3747314,       (2016 EH157),2016 EH157,,,Y,Y,21.1,,,,23,2459000.5,59000,20200531,J2000,0.624278741,2.435173933,0.914946616,10.03378368,22.8517445,198.304327,27.79060727,3.95540125,0.259363641,2458893.351,20200213.85,1388.012593,3.80017137,0.0488126,18.99639954,1.96E-05,0.00012111,2.29E-06,0.00021153,1.73E-05,0.00013097,0.028884,0.00019671,1.93E-05,0.10337,0.10355,APO,0.43378
bK16EF7Z,3747349,       (2016 EZ157),2016 EZ157,,,Y,Y,18.6,,,,JPL 24,2459000.5,59000,20200531,J2000,0.61880462,2.64972439,1.010062697,12.35911296,267.2085313,1.2268651,315.6168988,4.289386083,0.228508847,2459194.729,20201211.23,1575.431344,4.313295946,0.00578332,2.250694644,2.55E-07,4.06E-07,8.16E-07,1.58E-05,0.00013702,0.00014819,0.00010728,6.57E-07,5.25E-08,0.00050828,0.0003617,APO,0.56591
bK16F03Y,3748270,       (2016 FY3),2016 FY3,,,Y,Y,21.2,,,,38,2459000.5,59000,20200531,J2000,0.689363524,2.624638893,0.815308576,22.4531194,35.93139113,238.396975,337.5952329,4.433969211,0.231792689,2459097.159,20200904.66,1553.111971,4.252188832,0.0035115,1.366570455,1.45E-06,1.11E-05,3.67E-07,3.72E-05,4.52E-06,1.98E-05,0.0021365,1.87E-05,1.47E-06,0.0098283,0.0098196,APO,0.35724
bK16F14Z,3748547,       (2016 FZ14),2016 FZ14,,,Y,Y,21.4,,,,3,2459000.5,59000,20200531,J2000,0.278293226,1.330056567,0.959910834,10.4874134,329.9442094,5.042439794,129.1869291,1.700202301,0.642538131,2458799.443,20191111.94,560.2780323,1.533957652,0.0499225,19.42833933,0.0031124,0.00080924,0.003773,0.13585,0.27821,0.2708,1.102,0.0010344,0.0005864,1.5666,0.51133,APO,0.30085
bK16F15C,3748546,       (2016 FC15),2016 FC15,,,Y,Y,21.2,,,,13,2459000.5,59000,20200531,J2000,0.394810589,1.500200524,0.907905472,5.47607113,249.2045477,206.7216727,137.5331751,2.092495577,0.536389298,2458744.094,20190917.59,671.1543298,1.83752041,0.0263044,10.23688335,4.60E-07,3.36E-07,8.92E-07,1.08E-05,0.00029379,0.00038369,0.00032195,4.68E-07,1.80E-07,0.00051451,0.00022525,APO,0.7635
bK16F60G,3752785,       (2016 FG60),2016 FG60,,,Y,Y,21.1,,,,6,2459000.5,59000,20200531,J2000,0.608547045,1.406283813,0.550493955,9.318712951,297.4464118,102.2678773,265.7909025,2.262073672,0.591009697,2459159.904,20201106.4,609.127061,1.667699003,0.000242727,0.094462067,1.52E-05,2.16E-05,1.31E-05,0.00012445,0.00063464,0.00045301,0.023404,3.47E-05,1.36E-05,0.043264,0.014004,APO,0.46228
bK16GD4Q,3750665,       (2016 GQ134),2016 GQ134,,,Y,Y,21.5,,,,13,2459000.5,59000,20200531,J2000,0.472424846,1.494233685,0.788320566,12.24639947,22.67939956,301.9181258,19.8881851,2.200146803,0.539605404,2458963.643,20200424.14,667.154179,1.826568594,0.0351456,13.67761315,3.05E-06,5.94E-06,1.43E-06,5.02E-05,2.83E-05,4.53E-05,0.0044549,8.75E-06,3.22E-06,0.008036,0.0039789,APO,0.47673
bK16GD5D,3750673,       (2016 GD135),2016 GD135,,,Y,Y,21.2,,,,30,2459000.5,59000,20200531,J2000,0.568574116,1.970539067,0.850141559,9.403507707,232.8519192,59.1454941,139.2302191,3.090936576,0.35630876,2458609.743,20190506.24,1010.359667,2.76621401,0.00846723,3.295191899,1.53E-07,5.72E-07,8.76E-08,2.49E-05,0.00013397,0.0001339,0.00021948,8.97E-07,1.55E-07,0.00044602,0.00043969,APO,0.61897
bK16GM0T,3751816,       (2016 GT220),2016 GT220,,,Y,Y,17.8,,,,JPL 24,2459000.5,59000,20200531,J2000,0.379880993,1.607509689,0.996847313,23.65497507,3.100865373,26.99092302,190.5804072,2.218172066,0.48358595,2459350.84,20210516.34,744.4385008,2.038161535,0.0247556,9.634136852,5.12E-07,2.92E-08,8.16E-07,3.43E-05,3.67E-05,0.00010979,0.00022049,4.03E-08,1.32E-08,0.00046149,2.03E-05,APO,0.69404
bK16GM1X,3752013,       (2016 GX221),2016 GX221,,,Y,Y,21.6,,,,8,2459000.5,59000,20200531,J2000,0.878570853,2.495755516,0.303057462,6.91242867,187.5536346,250.6822633,30.16250631,4.688453569,0.249977554,2458879.839,20200131.34,1440.1293,3.942859137,0.0209952,8.170701984,6.82E-05,0.00092963,5.74E-05,0.00085227,0.0025831,0.0017148,0.22663,0.0017464,0.00013967,0.83919,0.80464,APO,0.59115
bK16GO1D,3752099,       (2016 GD241),2016 GD241,,,Y,Y,21.3,,,,11,2459000.5,59000,20200531,J2000,0.769169863,1.48806331,0.343489858,11.66482535,30.14453286,314.4746123,63.75267675,2.632636763,0.542965157,2458883.084,20200203.58,663.0259708,1.815266176,0.0466333,18.14828136,0.00027173,0.001213,0.00012435,0.0082442,0.0042597,0.0050779,0.96384,0.0021461,0.00066393,1.6316,0.81074,APO,0.5199
bK16H00L,3752106,       (2016 HL),2016 HL,,,Y,Y,19.8,,,,34,2459000.5,59000,20200531,J2000,0.616418877,1.812255443,0.695146978,5.149974283,232.8147708,251.9702525,269.0193767,2.929363909,0.403994037,2459225.703,20210111.2,891.1022622,2.43970503,0.0082014,3.191738838,4.84E-08,1.75E-08,8.49E-08,9.31E-06,4.44E-05,4.89E-05,1.44E-05,2.82E-08,5.84E-09,3.85E-05,1.29E-05,APO,0.36886
bK16H03N,3752443,       (2016 HN3),2016 HN3,,,Y,Y,21.6,,,,6,2459000.5,59000,20200531,J2000,0.554039415,2.150079166,0.958850563,19.32806283,64.2479543,199.7793602,99.04764579,3.34130777,0.312624059,2458683.673,20190719.17,1151.542851,3.152752501,0.0309337,12.03846803,1.04E-07,1.46E-07,2.74E-07,9.61E-06,9.06E-05,7.65E-05,4.44E-05,2.26E-07,3.18E-08,0.00011023,0.00011699,APO,0.36505
bK16H03V,3752454,       (2016 HV3),2016 HV3,,,Y,Y,20,,,,21,2459000.5,59000,20200531,J2000,0.328064507,1.437535935,0.965931417,23.79029687,214.1419646,145.8008782,22.5604249,1.909140452,0.571841947,2458961.048,20200421.55,629.5445831,1.723599132,0.0148156,5.765787052,5.03E-07,2.24E-07,6.49E-07,4.02E-05,3.05E-05,7.35E-05,0.00014397,2.98E-07,1.34E-07,0.00024405,0.00014718,APO,0.46828
bK16J05W,3752780,       (2016 JW5),2016 JW5,,,Y,Y,21.9,,,,21,2459000.5,59000,20200531,J2000,0.681368127,2.701042309,0.86063817,2.917378349,173.1929741,351.479321,340.5253559,4.541446448,0.222027615,2459088.213,20200826.71,1621.419931,4.439205836,0.0335916,13.07284297,8.96E-05,0.00072557,1.08E-05,0.00022654,0.0023111,0.0021569,0.13708,0.00122,8.95E-05,0.65274,0.65334,APO,0.34802
bK16J06C,3752784,       (2016 JC6),2016 JC6,,,Y,Y,21.3,,,,35,2459000.5,59000,20200531,J2000,0.282215787,0.807205001,0.579399006,6.793846434,236.8991813,174.0521499,30.26699707,1.035010996,1.359027698,2458978.229,20200508.73,264.8952634,0.725243705,0.018392,7.15761464,8.96E-08,5.91E-08,1.14E-07,8.67E-06,7.54E-06,2.18E-05,0.00022855,7.58E-08,1.49E-07,0.00016575,2.91E-05,ATE,0.25079
bK16J24J,3753092,       (2016 JJ24),2016 JJ24,,,Y,Y,19.9,,,,13,2459000.5,59000,20200531,J2000,0.758017647,1.310371303,0.317086731,10.86365159,190.1379252,230.0563078,13.54049851,2.303655874,0.657071324,2458979.893,20200510.39,547.8857272,1.500029369,0.0140261,5.458537337,4.52E-07,1.73E-07,6.16E-07,3.72E-05,0.00014298,0.00013955,0.00011888,3.05E-07,1.31E-07,0.00017738,0.00010881,APO,0.67096
bK16J33U,3753371,       (2016 JU33),2016 JU33,,,Y,Y,20.9,,,,16,2459000.5,59000,20200531,J2000,0.534495459,1.826942527,0.850450042,3.894321178,293.3820136,223.5302866,252.8721371,2.803435012,0.399132182,2459268.902,20210223.4,901.9568365,2.469423235,0.00990676,3.855413789,1.61E-06,5.41E-06,4.32E-07,1.12E-05,0.0001539,0.00015021,0.0027402,8.30E-06,1.77E-06,0.0080577,0.0040069,APO,0.62569
bK16J38T,3753590,       (2016 JT38),2016 JT38,,,Y,Y,20.2,,,,JPL 9,2457512.5,57512,20160504,J2000,0.650558419,2.329441262,0.814003638,0.90355228,236.4299546,88.51799596,332.7377513,3.844878885,0.277221193,2457610.841,20160810.34,1298.602016,3.555378552,0.00750503,2.920732525,0.0018255,0.0098369,0.00081496,0.0032751,0.025378,0.06326,0.17083,0.016236,0.001756,0.0072196,8.2257,APO,0.45512
bK16K01L,3753621,       (2016 KL1),2016 KL1,,,Y,Y,21.7,,,,8,2459000.5,59000,20200531,J2000,0.280182031,0.901666897,0.649036034,18.13815886,69.79539918,317.0355192,145.2828496,1.154297759,1.151157867,2458874.294,20200125.79,312.7286104,0.856204272,0.0241474,9.397443658,9.00E-06,5.60E-08,8.15E-06,0.00054747,0.00033335,0.00014635,0.0015631,7.17E-08,1.07E-07,0.0013491,2.91E-05,ATE,0.34524
bK16K03R,3753640,       (2016 KR3),2016 KR3,,,Y,Y,20.9,,,,23,2459000.5,59000,20200531,J2000,0.519608175,1.30253702,0.625728136,24.23177378,208.2856351,269.2813704,302.8854891,1.979345904,0.663008293,2459086.644,20200825.14,542.9796333,1.486597216,0.0298553,11.6187871,4.17E-07,6.34E-09,5.43E-07,3.31E-05,1.97E-05,6.39E-05,6.24E-06,9.64E-09,4.84E-09,9.70E-06,3.97E-06,APO,0.44149
bK16L01N,3753695,       (2016 LN1),2016 LN1,,,Y,Y,19.9,,,,24,2459000.5,59000,20200531,J2000,0.561850712,2.24991286,0.985797718,6.324774291,320.9378757,25.28461634,45.78149957,3.514028002,0.292048868,2458843.74,20191226.24,1232.670418,3.374867675,0.005145,2.00227965,3.54E-08,1.40E-07,1.00E-07,4.96E-06,4.94E-05,4.60E-05,4.16E-05,2.19E-07,2.73E-08,0.000128,0.00011513,APO,0.65789
bK16L47V,3753919,       (2016 LV47),2016 LV47,,,Y,Y,20,,,,JPL 6,2457551.5,57551,20160612,J2000,0.864779551,1.801331868,0.243576904,15.24133294,92.18444992,317.0973734,339.3005858,3.359086831,0.407674433,2457602.274,20160801.77,883.0575849,2.417679904,0.0337006,13.1152625,0.0020878,0.023772,0.0005463,0.080509,0.047641,0.08014,0.45314,0.04433,0.0080702,0.1064,17.481,APO,0.6177
bK16L48X,3754264,       (2016 LX48),2016 LX48,,,Y,Y,19.3,,,,100,2459000.5,59000,20200531,J2000,0.691454362,3.224104007,0.994783229,5.585738218,327.267714,3.996907749,233.1140322,5.453424785,0.170251328,2459745.786,20220615.29,2114.520948,5.789242841,0.0149716,5.826497572,9.58E-08,1.01E-06,1.57E-08,2.24E-06,1.12E-05,1.15E-05,0.00011004,1.71E-06,8.01E-08,0.00099683,0.0009945,APO,0.28902
bK16N00V,3754386,       (2016 NV),2016 NV,,,Y,Y,19.8,,,,JPL 51,2459000.5,59000,20200531,J2000,0.236627541,1.265848598,0.966313956,16.29269092,255.1682487,145.1337492,171.9048071,1.565383239,0.692040365,2458752.097,20190925.6,520.2008699,1.424232361,0.0146489,5.700912413,4.50E-08,2.77E-08,4.98E-08,6.56E-06,1.31E-05,1.82E-05,3.27E-05,3.43E-08,2.27E-08,4.00E-05,1.71E-05,APO,0.42333
bK16N15G,3754438,       (2016 NG15),2016 NG15,,,Y,Y,20.6,,,,15,2459000.5,59000,20200531,J2000,0.602522672,1.836863947,0.730111774,23.08553053,267.9986301,108.4339638,173.3421272,2.94361612,0.395902814,2458562.66,20190320.16,909.3140718,2.489566247,0.000457329,0.177978727,2.72E-06,9.98E-06,1.14E-06,0.00015929,6.24E-05,6.90E-05,0.0043,1.60E-05,3.23E-06,0.0072933,0.0074103,APO,0.51783
bK16N16O,3755112,       (2016 NO16),2016 NO16,,,Y,Y,19.5,,,,JPL 11,2459000.5,59000,20200531,J2000,0.574301566,2.458219261,1.04646009,27.00335607,151.4109864,182.3085885,342.6502054,3.869978432,0.255724977,2459068.346,20200806.85,1407.762371,3.854243317,0.0364103,14.16979645,2.72E-07,3.77E-07,6.56E-07,2.12E-05,8.44E-05,0.0001086,8.36E-05,5.94E-07,5.88E-08,0.00034122,0.00032393,AMO,0.59483
bK16N22T,3755203,       (2016 NT22),2016 NT22,,,Y,Y,19.5,,,,12,2459000.5,59000,20200531,J2000,0.870424456,1.245640018,0.161404483,17.78260101,315.7917766,146.2280775,212.3387421,2.329875553,0.70894941,2459208.782,20201225.28,507.7936378,1.390263211,0.0131327,5.110852859,3.53E-07,4.48E-07,3.96E-07,7.56E-05,6.16E-05,5.93E-05,0.00047734,8.38E-07,3.83E-07,0.00078525,0.00027409,APO,0.54024
bK16N32Q,3755311,       (2016 NQ32),2016 NQ32,,,Y,Y,21.1,,,,22,2459000.5,59000,20200531,J2000,0.417552908,1.514819349,0.882302125,3.526953822,212.4509071,170.0688489,340.2659328,2.147336573,0.528643392,2459037.83,20200707.33,680.9883663,1.864444535,0.0380138,14.79383055,1.21E-07,2.51E-07,5.51E-08,3.63E-06,8.59E-05,8.56E-05,0.00017356,3.56E-07,1.31E-07,0.00033759,0.0001693,APO,0.49379
bK16N33G,3755345,       (2016 NG33),2016 NG33,,,Y,Y,21.5,,,,21,2459000.5,59000,20200531,J2000,0.094969707,1.037518115,0.938985323,29.92296793,136.7543793,39.29108295,354.9184009,1.136050907,0.932632491,2459005.949,20200605.45,386.0041371,1.056821731,0.0280922,10.93264147,2.47E-07,1.23E-07,2.87E-07,5.49E-05,1.42E-05,0.00010437,0.00025091,1.35E-07,1.66E-07,0.00026986,6.87E-05,APO,0.46601
